0,q_no,response_no,q_text,q_responses,Q_weighting,indicator,output_name ,type (F/B),Rough Percent contribution ,Dependancies,checked,,
745,F48,F48_1,Beaver Probability ,"Evident from direct observation or presence of gnawed limbs, dams, tracks, dens, lodges, or extensive stands of water-killed trees (snags).",3,APP,Beaver8,Function,3,,1,,
746,F48,F48_2,Beaver Probability ,"Likely based on proximity to suitable habitat, which may include: (a) a persistent freshwater wetland, pond, or lake, or a perennial low or mid-gradient (<6%) channel, and (b) a corridor or multiple stands of hardwood trees and shrubs (>10 cm diameter) near surface water.",2,APP,Beaver8,Function,3,,1,,
747,F48,F48_3,Beaver Probability ,"Unlikely because site characteristics above are deficient, and/or this is a settled area or other area where beaver are routinely removed. ",0,APP,Beaver8,Function,3,,1,,
748,F55,F55_1,Fire History,"Burned within past 5 years, and >50% of wetland-upland perimeter or area apparently burned, and burned intensely.",8,APP,Fire8,Function,3,,1,,
749,F55,F55_2,Fire History,"Burned within past 5 years, and >50% of wetland-upland perimeter or area apparently burned, and burned lightly.",7,APP,Fire8,Function,3,,1,,
750,F55,F55_3,Fire History,"Burned within past 5 years, and <50% of wetland-upland perimeter apparently burned, and burned intensely.",6,APP,Fire8,Function,3,,1,,
751,F55,F55_4,Fire History,"Burned within past 5 years, and <50% of wetland-upland perimeter apparently burned, and burned lightly.",5,APP,Fire8,Function,3,,1,,
752,F55,F55_5,Fire History,Burned 6-10 years ago.,3,APP,Fire8,Function,3,,1,,
753,F55,F55_6,Fire History,Burned 11-30 years ago.,1,APP,Fire8,Function,3,,1,,
754,F55,F55_7,Fire History,"Burned >30 years ago, or no evidence of a burn and no data.",0,APP,Fire8,Function,3,,1,,
755,S3,,Accelerated inputs of Nutrients,stressor subscore,numeric,APP,Nutrin8,Function,3,,1,,
756,S4,,Excessive Sediament Loading from Runoff Contributing Area),stressor subscore,numeric,APP,SedRTCA8,Function,3,,1,,
757,S5,,Soil or Sediment Alteration within the Assessment Area ,stressor subscore,numeric,APP,SoilDisturb8,Function,3,,1,,
758,OF5,OF5_1,Relative Elevation in Watershed,numeric ,numeric ,APP,Elev8v,Benefit,50,,1,,
759,Z,,Fish Habitat Score,calculated numeric,numeric,APP,FscoreFH8v,Benefit,10,,1,,
760,Z,,Amphibian Score,calculated numeric,numeric,APP,FscoreAM8v,Benefit,10,,1,,
761,z,,Waterbird Score,calculated numeric,numeric ,APP,FscoreWB8v,Benefit,10,,1,,
762,z,,Raptor and wetland songbird habitat score,calculated numeric,numeric ,APP,FscoreSBM8v,Benefit,10,,1,,
,OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,4,FH,UnvegCA10,Function,,,1,,
,OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,FH,UnvegCA10,Function,,,1,,
,OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,0,FH,UnvegCA10,Function,,,1,,
,OF41,OF41_1,Disturbed Percentage in the Watershed Assessment Unit (WAU),<10%,10,FH,DisturbCA9,Function,,,1,,
,OF41,OF41_2,Disturbed Percentage in the Watershed Assessment Unit (WAU),10-20%,5,FH,DisturbCA9,Function,,,1,,
,OF41,OF41_3,Disturbed Percentage in the Watershed Assessment Unit (WAU),20-30%,2,FH,DisturbCA9,Function,,,1,,
,OF41,OF41_4,Disturbed Percentage in the Watershed Assessment Unit (WAU),30-40%,1,FH,DisturbCA9,Function,,,1,,
,OF41,OF41_5,Disturbed Percentage in the Watershed Assessment Unit (WAU),>40%,0,FH,DisturbCA9,Function,,,1,,
763,F56,F56_1,Non-consumptive Uses - Actual or Potential,"For an average person, walking is physically possible in (not just near) >5% of the AA during most of the growing season, e.g., free of deep water and dense shrub thickets.",0,FH,Boats10v,Benefit,10,,1,,
764,F56,F56_2,Non-consumptive Uses - Actual or Potential,"Maintained roads, parking areas, or summertime hiking trails are within 10 m of the AA, or the AA can be accessed part of the year by boats arriving via contiguous waters.",1,FH,Boats10v,Benefit,10,,1,,
765,F56,F56_3,Non-consumptive Uses - Actual or Potential,"Within the AA or within 100 m of its edge, there is an interpretive center, trails with nature-focused interpretive signs or brochures, and/or regular guided nature tours. ",0,FH,Boats10v,Benefit,10,,1,,
766,F57,F57_1,Consumptive Uses,"Low-impact timber harvest (e.g., minor firewood collecting, selective thinning)",0,FH,Fishing10v,Benefit,30,,1,,
767,F57,F57_2,Consumptive Uses,"Commercial or traditional-use harvesting of living native plants, their fruits, or mushrooms (logging excluded)",0,FH,Fishing10v,Benefit,30,,1,,
768,F57,F57_3,Consumptive Uses,Waterfowl hunting,0,FH,Fishing10v,Benefit,30,,1,,
769,F57,F57_4,Consumptive Uses,Moose hunting,0,FH,Fishing10v,Benefit,30,,1,,
770,F57,F57_5,Consumptive Uses,Fishing,1,FH,Fishing10v,Benefit,30,,1,,
771,F57,F57_6,Consumptive Uses,Trapping of furbearers,0,FH,Fishing10v,Benefit,30,,1,,
772,Z,,Waterbird Score,calculated score,numeric,FH,FscoreWBF10v,Benefit,30,,1,,
773,OF20,,Fish Occurrence,numeric calculations ,numeric,FH,FishPres10,Function,100,,1,,
774,OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2 ,3,FH,RdDens10,Function,3,,1,,
775,OF30,OF30_2,Road Density Within AA's Buffer,0.12 – 0.30 km/km2 ,1,FH,RdDens10,Function,3,,1,,
776,OF30,OF30_3,Road Density Within AA's Buffer,> 0.30 km/km2 ,0,FH,RdDens10,Function,3,,1,,
777,OF42,OF42_1,Road Density in the WAU,<0.4 km/km2 ,4,FH,RdDensWAU10,Function,3,NoCA,1,,
778,OF42,OF42_2,Road Density in the WAU,0.4 – 1.2 km/km2 ,1,FH,RdDensWAU10,Function,3,NoCA,1,,
779,OF42,OF42_3,Road Density in the WAU,> 1.2 km/km2 ,0,FH,RdDensWAU10,Function,3,NoCA,1,,
780,F19,F19_1,Percent Always WITHOUT Surface Water,"<1%. In other words, all or nearly all of the AA is covered by water permanently or at least seasonally.  ",5,FH,DryPct9,Function,100,,1,,
781,F19,F19_2,Percent Always WITHOUT Surface Water,"1 to <25% of the AA,  or <1% but >0.01 hectare (e.g., 10 m x 10 m) never contains surface water.",4,FH,DryPct9,Function,100,,1,,
782,F19,F19_3,Percent Always WITHOUT Surface Water,25 to <50% of the AA never contains surface water.,3,FH,DryPct9,Function,100,,1,,
783,F19,F19_4,Percent Always WITHOUT Surface Water,50 to <75% of the AA never contains surface water.,2,FH,DryPct9,Function,100,,1,,
784,F19,F19_5,Percent Always WITHOUT Surface Water,"75 to <99% of the AA never contains surface water, or >99% AND there is at least one persistent or seasonal water body larger than 0.01 hectare (e.g., 10 m x 10 m) in the AA.",1,FH,DryPct9,Function,100,,1,,
785,F19,F19_6,Percent Always WITHOUT Surface Water,"99-100%. AND there is no persistent or seasonal water body larger than 0.01 hectare (~ 10 x 10 m) in the AA. Enter ""1"" and SKIP to F40 (Channel Network Connection).",0,FH,DryPct9,Function,100,,1,,
786,F21,F21_1,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",0,FH,PermWpct10,Function,50,NeverWater,1,,
787,F21,F21_2,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",2,FH,PermWpct10,Function,50,NeverWater,1,,
788,F21,F21_3,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,FH,PermWpct10,Function,50,NeverWater,1,,
789,F21,F21_4,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,4,FH,PermWpct10,Function,50,NeverWater,1,,
790,F21,F21_5,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,5,FH,PermWpct10,Function,50,NeverWater,1,,
791,F21,F21_6,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,4,FH,PermWpct10,Function,50,NeverWater,1,,
792,F23,F23_1,Lacustrine Wetland,numeric,numeric,FH,Lake9 ,Function,3,"NeverWater, NoPersis",1,,
793,F24,F24_1,Percent Summertime Water that is shadded,"<5% of the water is shaded, or no surface water is present then.",0,FH,Shade9,Function,3,"NeverWater, NoPersis",1,,
794,F24,F24_2,Percent Summertime Water that is shadded,5-25% of the water is shaded.,1,FH,Shade9,Function,3,"NeverWater, NoPersis",1,,
795,F24,F24_3,Percent Summertime Water that is shadded,25-50% of the water is shaded.,3,FH,Shade9,Function,3,"NeverWater, NoPersis",1,,
796,F24,F24_4,Percent Summertime Water that is shadded,50-75% of the water is shaded.,4,FH,Shade9,Function,3,"NeverWater, NoPersis",1,,
797,F24,F24_5,Percent Summertime Water that is shadded,>75% of the water is shaded.,2,FH,Shade9,Function,3,"NeverWater, NoPersis",1,,
798,F26,F26_1,Predominant Depth Class,<10 cm deep (but >0).,0,FH,DepthDom10,Function,100,"NeverWater, NoPersis",1,,
799,F26,F26_2,Predominant Depth Class,10 - 50 cm deep.,1,FH,DepthDom10,Function,100,"NeverWater, NoPersis",1,,
800,F26,F26_3,Predominant Depth Class,0.5 - 1 m deep.,2,FH,DepthDom10,Function,100,"NeverWater, NoPersis",1,,
801,F26,F26_4,Predominant Depth Class,1 - 2 m deep.,3,FH,DepthDom10,Function,100,"NeverWater, NoPersis",1,,
802,F26,F26_5,Predominant Depth Class,>2 m deep. True for many fringe wetlands.,5,FH,DepthDom10,Function,100,"NeverWater, NoPersis",1,,
803,F28,F28_1,Non-vegetated Aquatic ,Little or none.,0,FH,WoodOver10,Function,3,"NeverWater, NoPersis, NoPond",1,,
804,F28,F28_2,Non-vegetated Aquatic ,Intermediate.,1,FH,WoodOver10,Function,3,"NeverWater, NoPersis, NoPond",1,,
805,F28,F28_3,Non-vegetated Aquatic ,Extensive.,2,FH,WoodOver10,Function,3,"NeverWater, NoPersis, NoPond",1,,
806,F29 ,F29_1,Largest Deep Ponded Water (as acreage),"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none ",0,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1,,
807,F29 ,F29_2,Largest Deep Ponded Water (as acreage),0.01 - 0.10 ha,1,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1,,
808,F29 ,F29_3,Largest Deep Ponded Water (as acreage),0.10 - 1.00 ha,2,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1,,
809,F29 ,F29_4,Largest Deep Ponded Water (as acreage),1 - 10 ha,4,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1,,
810,F29 ,F29_5,Largest Deep Ponded Water (as acreage),10 - 100 ha,6,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1,,
811,F29 ,F29_6,Largest Deep Ponded Water (as acreage),> 100 ha,10,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1,,
,F31,F31_1,Open Water Extent ,"none, or <0.01 hectare. Enter ""1"" and SKIP to F37 (Inundated Erect Vegetation).",0,FH,OpenW9,Function,,"NeverWater, NoPersis",1,,
,F31,F31_2,Open Water Extent ,0.01 - 0.10 hectares,1,FH,OpenW9,Function,,"NeverWater, NoPersis",1,,
,F31,F31_3,Open Water Extent ,0.10 - 1.00 hectares,2,FH,OpenW9,Function,,"NeverWater, NoPersis",1,,
,F31,F31_4,Open Water Extent ,1 - 10 hectares,4,FH,OpenW9,Function,,"NeverWater, NoPersis",1,,
,F31,F31_5,Open Water Extent ,10 - 100 hectares,6,FH,OpenW9,Function,,"NeverWater, NoPersis",1,,
,F31,F31_6,Open Water Extent ,> 100 hectares,10,FH,OpenW9,Function,,"NeverWater, NoPersis",1,,
,F35,F35_1,Interspersion of Inundated Vegetation & Open Water,"Scattered. More than 30% of the inundated vegetation forms small islands or corridors surrounded by water, or more than 30% of the open water is in patches scattered widely amidst the vegetation.",3,FH,Interspers9,Function,,"NeverWater, NoPersis, NoPond",1,,
,F35,F35_2,Interspersion of Inundated Vegetation & Open Water,Intermediate.,2,FH,Interspers9,Function,,"NeverWater, NoPersis, NoPond",1,,
,F35,F35_3,Interspersion of Inundated Vegetation & Open Water,Clumped. More than 70% of the inundated vegetation is in rings surrounding open water or is clumped at one or a few sides of the open water areas.,0,FH,Interspers9,Function,,"NeverWater, NoPersis, NoPond",1,,
812,F38,F38_1,Submerged & Floating-leaved Aquatics,"Are present, and are so extensive they choke most channels or open water areas in late summer",1,FH,_SAV10,Function,3,"NeverWater, NoPersis",1,,
813,F38,F38_2,Submerged & Floating-leaved Aquatics,"Are present, but not choking most channels or open water areas in late summer",3,FH,_SAV10,Function,3,"NeverWater, NoPersis",1,,
814,F38,F38_3,Submerged & Floating-leaved Aquatics,Absent or trace,0,FH,_SAV10,Function,3,"NeverWater, NoPersis",1,,
815,F40,F40_1,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",4,FH,OutDur10,Function,3,Outmap9,1,,
816,F40,F40_2,Channel Connection and Outflow Duration,"Seasonal (surface water flows out for >3 consecutive weeks but not for the entire growing season, most years).",2,FH,OutDur10,Function,3,Outmap9,1,,
817,F40,F40_3,Channel Connection and Outflow Duration,"Temporary (surface water flows out for <3 consecutive weeks, most years)",1,FH,OutDur10,Function,3,Outmap9,1,,
818,F40,F40_4,Channel Connection and Outflow Duration,"None -- but maps show a stream network downslope from the AA and within a distance that is less than the AA's longest dimension. Enter ""1"" and SKIP to F45 (pH Measure).",0,FH,OutDur10,Function,3,Outmap9,1,,
819,F40,F40_5,Channel Connection and Outflow Duration,"No surface water flows out of the wetland except possibly during extreme events (<once per 10 years). Or, water flows only into a wetland, ditch, or lake that lacks an outlet. . Enter ""1"" and SKIP to F45 (pH Measure).",0,FH,OutDur10,Function,3,Outmap9,1,,
820,F43,F43_1,Throughflow Resistance,"Does not bump into many plant stems as it travels through the AA. Nearly all the water continues to travel in unvegetated (often incised) channels that have minimal contact with wetland vegetation, or through a zone of open water such as an instream pond or lake.",0,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1,,
821,F43,F43_2,Throughflow Resistance,Bumps into herbaceous vegetation but mostly remains in fairly straight channels or flow paths.,1,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1,,
822,F43,F43_3,Throughflow Resistance,Bumps into herbaceous vegetation and mostly spreads throughout.,3,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1,,
823,F43,F43_4,Throughflow Resistance,Bumps into tree trunks and/or shrub stems but mostly remains in fairly direct flow paths.,2,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1,,
824,F43,F43_5,Throughflow Resistance,"Bumps into tree trunks and/or shrub stems and follows a fairly indirect path from entrance to exit, largely spreading into wooded parts of the AA.",3,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1,,
825,F45,F45_1,pH Measurement,numeric or binary,numeric,FH,Acid10,Function,3,,1,,
826,F47,F47_1,Groundwater Input Probability,"Springs are known to be present within the AA; or most of the AA was excavated below the usual water table level; or iron floc is extensive, or thermal and chemical properties of water strongly suggest substantial groundwater input.",3,FH,Groundw10,Function,3,,1,,
827,F47,F47_2,Groundwater Input Probability,"Most of the AA has a slope of >5%, or is very close to the base of a natural slope longer than the maximum dimension of the AA and much steeper than the slope of the AA, OR, if measured, surface water has pH >6.5 and conductivity of >300 µS/cm or TDS of >200 mg/L (ppm). Moss cover, if any, not dominated by Sphagnum. And not a hot spring. Common plants may include ones associated with fen wetlands, e.g., Menyanthes, Potentilla palustris, Equisetum fluviatile.",2,FH,Groundw10,Function,3,,1,,
828,F47,F47_3,Groundwater Input Probability,"Neither of above is true, although groundwater may discharge to or flow through the AA. Or groundwater influx is unknown.",0,FH,Groundw10,Function,3,,1,,
,F50,F50_1,Vegetated Buffer Along Perimeter ,<5%.,0,FH,BufferPct10,Function,,Disturb,1,,
,F50,F50_2,Vegetated Buffer Along Perimeter ,5 to 30%.,2,FH,BufferPct10,Function,,Disturb,1,,
,F50,F50_3,Vegetated Buffer Along Perimeter ,30 to 60%.,3,FH,BufferPct10,Function,,Disturb,1,,
,F50,F50_4,Vegetated Buffer Along Perimeter ,60 to 90%.,4,FH,BufferPct10,Function,,Disturb,1,,
,F50,F50_5,Vegetated Buffer Along Perimeter ,">90%, or all the area within 30 m of the AA edge is other wetlands.",5,FH,BufferPct10,Function,,Disturb,1,,
829,S1,,Alteration Timing of Water Inputs ,calculated score,numeric,FH,AltTiming10,Function,3,,1,,
830,S3,,Accelerated inputs of Nutrients,calculated score,numeric,FH,Contam10,Function,3,,1,,
831,S4,,Excessive Sediament Loading from Runoff Contributing Area),calculated score,numeric,FH,SedRCA10,Function,3,,1,,
832,Z,,Aquatic Productivity Score,calculated score,numeric,FH,APPscore9,Function,3,,1,,
,,,,,,,,,,,,,
834,OF11,OF11_1,Wetland as a % of contributing catchment Area,"<0.01, or contributing area is unknown due to stormwater pipes that collect water from an indeterminate area.",4,PR,WetPctRCA4v,Benefit,,,1,,
835,OF11,OF11_2,Wetland as a % of contributing catchment Area,0.01 to 0.1.,3,PR,WetPctRCA4v,Benefit,,,1,,
836,OF11,OF11_3,Wetland as a % of contributing catchment Area,0.1 to 1.,2,PR,WetPctRCA4v,Benefit,,,1,,
837,OF11,OF11_4,Wetland as a % of contributing catchment Area,">1 (wetland is larger than its contributing area (e.g., headwater wetland with flat surrounding terrain and no inlet, or entirely isolated by dikes, or a raised bog). SKIP TO OF13.",1,PR,WetPctRCA4v,Benefit,,,1,,
838,OF5,OF5_1,Relative Elevation in Watershed,numeric ,1 - numeric,PR,Elev4v,Benefit,,,1,,
839,F15,F15_1,Percent Bare Ground,"Little or no (<5%) bare ground is visible between erect stems or under canopy anywhere in the vegetated AA. Ground is extensively blanketed by dense thatch, moss, lichens, graminoids with great stem densities, or plants with ground-hugging foliage. ",3,PR,Gcover4,Function,5,,1,,
840,F15,F15_2,Percent Bare Ground,"Ground that is more than 5% bare between erect stems or under canopy is visible in places, but those areas comprise < 5% of the unflooded parts of the AA.",2,PR,Gcover4,Function,5,,1,,
841,F15,F15_3,Percent Bare Ground,Ground that is more than 5% bare between erect stems or under canopy comprises > 5% of the unflooded parts of the AA.,0,PR,Gcover4,Function,5,,1,,
842,F15,F15_4,Percent Bare Ground,Other conditions.,?,PR,Gcover4,Function,5,,1,,
843,F17,F17_1,Soil SurfaceTexture,"Loamy: soils that may contain a little fine grit and do not make a ""ribbon"" longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",4,PR,SoilTex4,Function,5,,1,,
844,F17,F17_2,Soil SurfaceTexture,"Fines: includes silt, clay, silt, soils that make a ribbon longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",2,PR,SoilTex4,Function,5,,1,,
