q_no,response_no,q_text,q_responses,q_weighting,indicator,output_name,type_f_b,rough_percent_contribution,dependancies,checked
F26,F26_5,Predominant Depth Class,>2 m deep. True for many fringe wetlands.,5,FH,DepthDom10,Function,100,"NeverWater, NoPersis",1
F28,F28_1,Non-vegetated Aquatic,Little or none.,0,FH,WoodOver10,Function,3,"NeverWater, NoPersis, NoPond",1
F28,F28_2,Non-vegetated Aquatic,Intermediate.,1,FH,WoodOver10,Function,3,"NeverWater, NoPersis, NoPond",1
F28,F28_3,Non-vegetated Aquatic,Extensive.,2,FH,WoodOver10,Function,3,"NeverWater, NoPersis, NoPond",1
F29,F29_1,Largest Deep Ponded Water (as acreage),"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none",0,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1
F29,F29_2,Largest Deep Ponded Water (as acreage),0.01 - 0.10 ha,1,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1
F29,F29_3,Largest Deep Ponded Water (as acreage),0.10 - 1.00 ha,2,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1
F29,F29_4,Largest Deep Ponded Water (as acreage),1 - 10 ha,4,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1
F29,F29_5,Largest Deep Ponded Water (as acreage),10 - 100 ha,6,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1
F29,F29_6,Largest Deep Ponded Water (as acreage),> 100 ha,10,FH,PondSize9,Function,3,"NeverWater, NoPersis, NoPond",1
F38,F38_1,Submerged & Floating-leaved Aquatics,"Are present, and are so extensive they choke most channels or open water areas in late summer",1,FH,_SAV10,Function,3,"NeverWater, NoPersis",1
F38,F38_2,Submerged & Floating-leaved Aquatics,"Are present, but not choking most channels or open water areas in late summer",3,FH,_SAV10,Function,3,"NeverWater, NoPersis",1
F38,F38_3,Submerged & Floating-leaved Aquatics,Absent or trace,0,FH,_SAV10,Function,3,"NeverWater, NoPersis",1
F40,F40_1,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",4,FH,OutDur10,Function,3,Outmap9,1
F40,F40_2,Channel Connection and Outflow Duration,"Seasonal (surface water flows out for >3 consecutive weeks but not for the entire growing season, most years).",2,FH,OutDur10,Function,3,Outmap9,1
F40,F40_3,Channel Connection and Outflow Duration,"Temporary (surface water flows out for <3 consecutive weeks, most years)",1,FH,OutDur10,Function,3,Outmap9,1
F40,F40_4,Channel Connection and Outflow Duration,"None -- but maps show a stream network downslope from the AA and within a distance that is less than the AA's longest dimension. Enter ""1"" and SKIP to F45 (pH Measure).",0,FH,OutDur10,Function,3,Outmap9,1
F40,F40_5,Channel Connection and Outflow Duration,"No surface water flows out of the wetland except possibly during extreme events (<once per 10 years). Or, water flows only into a wetland, ditch, or lake that lacks an outlet. . Enter ""1"" and SKIP to F45 (pH Measure).",0,FH,OutDur10,Function,3,Outmap9,1
F43,F43_1,Throughflow Resistance,"Does not bump into many plant stems as it travels through the AA. Nearly all the water continues to travel in unvegetated (often incised) channels that have minimal contact with wetland vegetation, or through a zone of open water such as an instream pond or lake.",0,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1
F43,F43_2,Throughflow Resistance,Bumps into herbaceous vegetation but mostly remains in fairly straight channels or flow paths.,1,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1
F43,F43_3,Throughflow Resistance,Bumps into herbaceous vegetation and mostly spreads throughout.,3,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1
F43,F43_4,Throughflow Resistance,Bumps into tree trunks and/or shrub stems but mostly remains in fairly direct flow paths.,2,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1
F43,F43_5,Throughflow Resistance,"Bumps into tree trunks and/or shrub stems and follows a fairly indirect path from entrance to exit, largely spreading into wooded parts of the AA.",3,FH,ThruFlo10,Function,3,"Inflow, NoOutlet, NoOutletX",1
F45,F45_1,pH Measurement,numeric or binary,NA,FH,Acid10,Function,3,NA,1
F47,F47_1,Groundwater Input Probability,"Springs are known to be present within the AA; or most of the AA was excavated below the usual water table level; or iron floc is extensive, or thermal and chemical properties of water strongly suggest substantial groundwater input.",3,FH,Groundw10,Function,3,NA,1
F47,F47_2,Groundwater Input Probability,"Most of the AA has a slope of >5%, or is very close to the base of a natural slope longer than the maximum dimension of the AA and much steeper than the slope of the AA, OR, if measured, surface water has pH >6.5 and conductivity of >300 µS/cm or TDS of >200 mg/L (ppm). Moss cover, if any, not dominated by Sphagnum. And not a hot spring. Common plants may include ones associated with fen wetlands, e.g., Menyanthes, Potentilla palustris, Equisetum fluviatile.",2,FH,Groundw10,Function,3,NA,1
F47,F47_3,Groundwater Input Probability,"Neither of above is true, although groundwater may discharge to or flow through the AA. Or groundwater influx is unknown.",0,FH,Groundw10,Function,3,NA,1
S1,NA,Alteration Timing of Water Inputs,calculated score,NA,FH,AltTiming10,Function,3,NA,1
S2,NA,Accelerated inputs of Nutrients,calculated score,NA,FH,Contam10,Function,3,NA,1
S4,NA,Excessive Sediment Loading from Runoff Contributing Area,calculated score,NA,FH,SedRCA10,Function,3,NA,1
Z,NA,AP score,calculated score,NA,FH,APPscore9,Function,3,NA,1
OF11,OF11_1,Wetland as a % of contributing catchment Area,"<0.01, or contributing area is unknown due to stormwater pipes that collect water from an indeterminate area.",4,PR,WetPctRCA4v,Benefit,NA,NA,1
OF11,OF11_2,Wetland as a % of contributing catchment Area,0.01 to 0.1.,3,PR,WetPctRCA4v,Benefit,NA,NA,1
OF11,OF11_3,Wetland as a % of contributing catchment Area,0.1 to 1.,2,PR,WetPctRCA4v,Benefit,NA,NA,1
OF11,OF11_4,Wetland as a % of contributing catchment Area,">1 (wetland is larger than its contributing area (e.g., headwater wetland with flat surrounding terrain and no inlet, or entirely isolated by dikes, or a raised bog). SKIP TO OF13.",1,PR,WetPctRCA4v,Benefit,NA,NA,1
OF5,OF5_1,Relative Elevation in Watershed,numeric,NA,PR,Elev4v,Benefit,NA,NA,1
F15,F15_1,Percent Bare Ground,"Little or no (<5%) bare ground is visible between erect stems or under canopy anywhere in the vegetated AA. Ground is extensively blanketed by dense thatch, moss, lichens, graminoids with great stem densities, or plants with ground-hugging foliage. ",3,PR,Gcover4,Function,5,NA,1
F15,F15_2,Percent Bare Ground,"Ground that is more than 5% bare between erect stems or under canopy is visible in places, but those areas comprise < 5% of the unflooded parts of the AA.",2,PR,Gcover4,Function,5,NA,1
F15,F15_3,Percent Bare Ground,Ground that is more than 5% bare between erect stems or under canopy comprises > 5% of the unflooded parts of the AA.,0,PR,Gcover4,Function,5,NA,1
F15,F15_4,Percent Bare Ground,Other conditions.,NA,PR,Gcover4,Function,5,NA,1
F17,F17_1,Soil SurfaceTexture,"Loamy: soils that may contain a little fine grit and do not make a ""ribbon"" longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",4,PR,SoilTex4,Function,5,NA,1
F17,F17_2,Soil SurfaceTexture,"Fines: includes silt, clay, silt, soils that make a ribbon longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",2,PR,SoilTex4,Function,5,NA,1
F17,F17_3,Soil SurfaceTexture,"Peat, to 40 cm depth or greater.",3,PR,SoilTex4,Function,5,NA,1
F17,F17_4,Soil SurfaceTexture,Peat or decomposed organic <40 cm deep.,3,PR,SoilTex4,Function,5,NA,1
F17,F17_5,Soil SurfaceTexture,"Coarse: includes sand, loamy sand, gravel, cobble, soils that do not make a ribbon when moistened, rolled, squeezed, and extended between thumb and forefinger.",0,PR,SoilTex4,Function,5,NA,1
F21,F21_1,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).",4,PR,PermW4,Function,5,NeverWater,1
F21,F21_2,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years.",4,PR,PermW4,Function,5,NeverWater,1
F21,F21_3,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,PR,PermW4,Function,5,NeverWater,1
F21,F21_4,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,2,PR,PermW4,Function,5,NeverWater,1
F21,F21_5,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,1,PR,PermW4,Function,5,NeverWater,1
F21,F21_6,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,0,PR,PermW4,Function,5,NeverWater,1
F25,F25_1,Surface Water Fluctuation Range,<10 cm change (stable or nearly so).,5,PR,Fluctu4,Function,5,"NeverWater, NoPersis",1
F25,F25_2,Surface Water Fluctuation Range,10 cm - 50 cm change.,4,PR,Fluctu4,Function,5,"NeverWater, NoPersis",1
F25,F25_3,Surface Water Fluctuation Range,0.5 - 1 m change.,3,PR,Fluctu4,Function,5,"NeverWater, NoPersis",1
F25,F25_4,Surface Water Fluctuation Range,1-2 m change.,1,PR,Fluctu4,Function,5,"NeverWater, NoPersis",1
F25,F25_5,Surface Water Fluctuation Range,>2 m change.,0,PR,Fluctu4,Function,5,"NeverWater, NoPersis",1
F26,F26_1,Predominant Depth Class,<10 cm deep (but >0).,1,PR,DepthDom4,Function,5,"NeverWater, NoPersis",1
F26,F26_2,Predominant Depth Class,10 - 50 cm deep.,2,PR,DepthDom4,Function,5,"NeverWater, NoPersis",1
F26,F26_3,Predominant Depth Class,0.5 - 1 m deep.,5,PR,DepthDom4,Function,5,"NeverWater, NoPersis",1
F26,F26_4,Predominant Depth Class,1 - 2 m deep.,4,PR,DepthDom4,Function,5,"NeverWater, NoPersis",1
F26,F26_5,Predominant Depth Class,>2 m deep. True for many fringe wetlands.,3,PR,DepthDom4,Function,5,"NeverWater, NoPersis",1
F27,F27_1,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,PR,PondPct4,Function,5,"NeverWater, NoPersis",1
F27,F27_2,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present.,2,PR,PondPct4,Function,5,"NeverWater, NoPersis",1
F27,F27_3,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present.,3,PR,PondPct4,Function,5,"NeverWater, NoPersis",1
F27,F27_4,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,4,PR,PondPct4,Function,5,"NeverWater, NoPersis",1
F27,F27_5,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,5,PR,PondPct4,Function,5,"NeverWater, NoPersis",1
F27,F27_6,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present.,6,PR,PondPct4,Function,5,"NeverWater, NoPersis",1
F18,F18_1,Microtopography,"Few or none (minimal microtopography; <1% of the land has such features, or entire AA is always water-covered).",0,PR,Girreg4,Function,5,NA,1
F18,F18_2,Microtopography,Intermediate.,2,PR,Girreg4,Function,5,NA,1
F18,F18_3,Microtopography,"Several (extensive micro-topography, >25% of the land).",3,PR,Girreg4,Function,5,NA,1
F33,F33_1,Distance from Open Water to Upland (Vegetated Width),<1 m.,0,PR,WidthWet4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F33,F33_2,Distance from Open Water to Upland (Vegetated Width),1 - 9 m.,1,PR,WidthWet4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F33,F33_3,Distance from Open Water to Upland (Vegetated Width),10 - 29 m.,2,PR,WidthWet4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F33,F33_4,Distance from Open Water to Upland (Vegetated Width),30 - 49 m.,3,PR,WidthWet4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F33,F33_5,Distance from Open Water to Upland (Vegetated Width),50 - 100 m.,5,PR,WidthWet4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F33,F33_6,Distance from Open Water to Upland (Vegetated Width),"> 100 m, or open water is absent at that time.",7,PR,WidthWet4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F35,F35_1,Interspersion of Inundated Vegetation & Open Water,"Scattered. More than 30% of the inundated vegetation forms small islands or corridors surrounded by water, or more than 30% of the open water is in patches scattered widely amidst the vegetation.",3,PR,Interspers4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F35,F35_2,Interspersion of Inundated Vegetation & Open Water,Intermediate.,2,PR,Interspers4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F35,F35_3,Interspersion of Inundated Vegetation & Open Water,Clumped. More than 70% of the inundated vegetation is in rings surrounding open water or is clumped at one or a few sides of the open water areas.,0,PR,Interspers4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F35,F35_4,Interspersion of Inundated Vegetation & Open Water,"Uniform. There is almost no open water, or almost no vegetation.",0,PR,Interspers4,Function,5,"NeverWater, NoPersis, NoDeepPonded, NoOW",1
F40,F40_1,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",1,PR,OutDura4,Function,5,Outmap4,1
F40,F40_2,Channel Connection and Outflow Duration,"Seasonal (surface water flows out for >3 consecutive weeks but not for the entire growing season, most years).",2,PR,OutDura4,Function,5,Outmap4,1
F40,F40_3,Channel Connection and Outflow Duration,"Temporary (surface water flows out for <3 consecutive weeks, most years)",3,PR,OutDura4,Function,5,Outmap4,1
F40,F40_4,Channel Connection and Outflow Duration,"None -- but maps show a stream network downslope from the AA and within a distance that is less than the AA's longest dimension. Enter ""1"" and SKIP to F45 (pH Measure).",6,PR,OutDura4,Function,5,Outmap4,1
F40,F40_5,Channel Connection and Outflow Duration,"No surface water flows out of the wetland except possibly during extreme events (<once per 10 years). Or, water flows only into a wetland, ditch, or lake that lacks an outlet. . Enter ""1"" and SKIP to F45 (pH Measure).",6,PR,OutDura4,Function,5,Outmap4,1
F41,F41_1,Outflow Confinement and Artificial Drainage,"is exported more slowly because a substantial volume must pass through a pipe, culvert, narrowly breached dike, berm, beaver dam, or other partial obstruction (other than natural topography) that does not appear to drain the wetland artificially during most of the growing season.",3,PR,Constric4,Function,5,"NoOutlet, NoOutletX",1
F41,F41_2,Outflow Confinement and Artificial Drainage,Leaves through natural exits (channels or diffuse outflow) or is otherwise unaffected by artificial or temporary features.,2,PR,Constric4,Function,5,"NoOutlet, NoOutletX",1
F41,F41_3,Outflow Confinement and Artificial Drainage,"Is exported more quickly than usual due to ditches or pipes within the AA or connected to its outlet, or within 30 ft of the AA's edge, which drain the wetland artificially, or water is pumped out of the AA.",0,PR,Constric4,Function,5,"NoOutlet, NoOutletX",1
F41,F41_4,Outflow Confinement and Artificial Drainage,Unknown because wetland outlet could not be viewed or its type inferred.,NA,PR,Constric4,Function,5,"NoOutlet, NoOutletX",1
F43,F43_1,Throughflow Resistance,"Does not bump into many plant stems as it travels through the AA. Nearly all the water continues to travel in unvegetated (often incised) channels that have minimal contact with wetland vegetation, or through a zone of open water such as an instream pond or lake.",0,PR,ThruFlo4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F43,F43_2,Throughflow Resistance,Bumps into herbaceous vegetation but mostly remains in fairly straight channels or flow paths.,3,PR,ThruFlo4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F43,F43_3,Throughflow Resistance,Bumps into herbaceous vegetation and mostly spreads throughout.,6,PR,ThruFlo4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F43,F43_4,Throughflow Resistance,Bumps into tree trunks and/or shrub stems but mostly remains in fairly direct flow paths.,4,PR,ThruFlo4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F43,F43_5,Throughflow Resistance,"Bumps into tree trunks and/or shrub stems and follows a fairly indirect path from entrance to exit, largely spreading into wooded parts of the AA.",8,PR,ThruFlo4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F44,F44_1,Internal Gradient,<2% or the AA has no surface water outlet (not even seasonally).,4,PR,Gradient4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F44,F44_2,Internal Gradient,2-5%.,2,PR,Gradient4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F44,F44_3,Internal Gradient,6-10%.,1,PR,Gradient4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F44,F44_4,Internal Gradient,>10%.,0,PR,Gradient4,Function,5,"Inflow, NoOutlet, NoOutletX",1
F45,F45_1,pH Measurement,numeric or binary,NA,PR,Acid4,Function,5,check,1
S5,NA,Soil or Sediment Alteration within the Assessment Area,calculated score,NA,PR,SoilDisturb4,Function,5,NA,1
OF25,OF25_1,Local Climate Moisture Deficit,numeric,NA,PR,Dryness4,Benefit,5,NA,1
OF28,OF28_1,Site Index,<6.3,0,PR,Sindex4v,Benefit,15,NA,1
OF28,OF28_2,Site Index,6.3 - 9.5,2,PR,Sindex4v,Benefit,15,NA,1
OF28,OF28_3,Site Index,9.6 - 13.3,3,PR,Sindex4v,Benefit,15,NA,1
OF28,OF28_4,Site Index,13.4 - 18.5,4,PR,Sindex4v,Benefit,15,NA,1
OF28,OF28_5,Site Index,>18.5,6,PR,Sindex4v,Benefit,15,NA,1
OF29,OF29_15,Topographic Position,T,5,PR,TopoPos4v,Benefit,5,NA,1
OF29,OF29_16,Topographic Position,L,4,PR,TopoPos4v,Benefit,5,NA,1
OF29,OF29_17,Topographic Position,D,3,PR,TopoPos4v,Benefit,5,NA,1
OF29,OF29_18,Topographic Position,M,4,PR,TopoPos4v,Benefit,5,NA,1
OF29,OF29_19,Topographic Position,U,0,PR,TopoPos4v,Benefit,5,NA,1
OF29,OF29_20,Topographic Position,C,0,PR,TopoPos4v,Benefit,5,NA,1
OF29,OF29_21,Topographic Position,F,0,PR,TopoPos4v,Benefit,5,NA,1
OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2,0,PR,RdDens4v,Benefit,5,NA,1
