q_no,q_text,q_responses,Q_weighting,indicator,output_name ,type (F/B),Rough Percent contribution ,,,,,,,,,
OF22,Fish Occurrence,"Coho/Silver (wild, not stocked)  are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",0,AM,FishAcc11,Function,3,,,,,,,,,
OF22,Fish Occurrence,"None of above, but other fish species are likely present in AA.  Or a stream connects the AA to other waters and is not known to be fishless (enter ""1"").",0,AM,FishAcc11,Function,3,,,,,,,,,
OF22,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked). ",1,AM,FishAcc11,Function,3,,,,,,,,,
OF26,Species of Concern,any amphibian in list,numeric,AM,RareAM11,Function,3,,,,,,,,,
OF32,Road Density Within AA's Buffer,< 0.12 km/km2 ,3,AM,RdDens11,Function,3,,,,,,,,,
OF32,Road Density Within AA's Buffer,0.12 – 0.30 km/km2 ,1,AM,RdDens11,Function,3,,,,,,,,,
OF32,Road Density Within AA's Buffer,> 0.30 km/km2 ,0,AM,RdDens11,Function,3,,,,,,,,,
OF33,Road Density within 2km of the AA,< 0.12 km/km2 ,4,AM,RdDensWAU11,Function,3,,,,,,,,,
OF33,Road Density within 2km of the AA,0.12 – 0.30 km/km2 ,1,AM,RdDensWAU11,Function,3,,,,,,,,,
OF33,Road Density within 2km of the AA,> 0.30 km/km2 ,0,AM,RdDensWAU11,Function,3,,,,,,,,,
OF34,Intactness of landscape within 2km ,<5%.,0,AM,Intact11,Function,3,,,,,,,,,
OF34,Intactness of landscape within 2km ,5 to 30%.,1,AM,Intact11,Function,3,,,,,,,,,
OF34,Intactness of landscape within 2km ,30 to 60%.,2,AM,Intact11,Function,3,,,,,,,,,
OF34,Intactness of landscape within 2km ,60 to 90%.,3,AM,Intact11,Function,3,,,,,,,,,
OF34,Intactness of landscape within 2km ,>90%,5,AM,Intact11,Function,3,,,,,,,,,
OF35,Mature and Old Growth Forest within 2km,<5%.,0,AM,OldGro11,Function,3,,,,,,,,,
OF35,Mature and Old Growth Forest within 2km,5 to 30%.,2,AM,OldGro11,Function,3,,,,,,,,,
OF35,Mature and Old Growth Forest within 2km,30 to 60%.,3,AM,OldGro11,Function,3,,,,,,,,,
OF35,Mature and Old Growth Forest within 2km,60 to 90%.,4,AM,OldGro11,Function,3,,,,,,,,,
OF35,Mature and Old Growth Forest within 2km,>90%,5,AM,OldGro11,Function,3,,,,,,,,,
OF45,Wetland Density in the WAU,<0.03,0,AM,WetDensWAU11,Function,3,,,,,,,,,
OF45,Wetland Density in the WAU,0.03 to < 0.10,1,AM,WetDensWAU11,Function,3,,,,,,,,,
OF45,Wetland Density in the WAU,0.10 to < 0.20,2,AM,WetDensWAU11,Function,3,,,,,,,,,
OF45,Wetland Density in the WAU,0.20 to 0.40,3,AM,WetDensWAU11,Function,3,,,,,,,,,
OF45,Wetland Density in the WAU,>0.40,5,AM,WetDensWAU11,Function,3,,,,,,,,,
F9,Downed Wood,<2 per 10 x 10 m plot meeting these criteria.,0,AM,WoodDown11,Function,3,,,,,,,,,
F9,Downed Wood,2 to < 8 per 10 x 10 m plot meeting these criteria.,1,AM,WoodDown11,Function,3,,,,,,,,,
F9,Downed Wood,8 to 60 per 10 x 10 m plot meeting these criteria.,2,AM,WoodDown11,Function,3,,,,,,,,,
F9,Downed Wood,>60 per 10 x 10 m plot meeting these criteria.,3,AM,WoodDown11,Function,3,,,,,,,,,
F15,Percent Bare Ground,"Little or no (<5%) bare ground is visible between erect stems or under canopy anywhere in the vegetated AA. Ground is extensively blanketed by dense thatch, moss, lichens, graminoids with great stem densities, or plants with ground-hugging foliage. ",2,AM,Gcover11,Function,3,,,,,,,,,
F15,Percent Bare Ground,"Ground that is more than 5% bare between erect stems or under canopy is visible in places, but those areas comprise < 5% of the unflooded parts of the AA.",3,AM,Gcover11,Function,3,,,,,,,,,
F15,Percent Bare Ground,Ground that is more than 5% bare between erect stems or under canopy comprises > 5% of the unflooded parts of the AA.,0,AM,Gcover11,Function,3,,,,,,,,,
F15,Percent Bare Ground,Other conditions.,?,AM,Gcover11,Function,3,,,,,,,,,
F21,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",0,AM,PermWpct11,Function,3,,,,,,,,,
F21,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",2,AM,PermWpct11,Function,3,,,,,,,,,
F21,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,AM,PermWpct11,Function,3,,,,,,,,,
F21,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,4,AM,PermWpct11,Function,3,,,,,,,,,
F21,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,4,AM,PermWpct11,Function,3,,,,,,,,,
F21,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,3,AM,PermWpct11,Function,3,,,,,,,,,
F25,Surface Water Fluctuation Range ,<10 cm change (stable or nearly so).,5,AM,Fluctu11,Function,3,,,,,,,,,
F25,Surface Water Fluctuation Range ,10 cm - 50 cm change.,4,AM,Fluctu11,Function,3,,,,,,,,,
F25,Surface Water Fluctuation Range ,0.5 - 1 m change.,3,AM,Fluctu11,Function,3,,,,,,,,,
F25,Surface Water Fluctuation Range ,1-2 m change.,2,AM,Fluctu11,Function,3,,,,,,,,,
F25,Surface Water Fluctuation Range ,>2 m change.,0,AM,Fluctu11,Function,3,,,,,,,,,
F27,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,AM,Lentic11,Function,3,,,,,,,,,
F27,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,2,AM,Lentic11,Function,3,,,,,,,,,
F27,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,3,AM,Lentic11,Function,3,,,,,,,,,
F27,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,4,AM,Lentic11,Function,3,,,,,,,,,
F27,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,4,AM,Lentic11,Function,3,,,,,,,,,
F27,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,4,AM,Lentic11,Function,3,,,,,,,,,
F18,Microtopography ,"Few or none (minimal microtopography; <1% of the land has such features, or entire AA is always water-covered).",0,AM,Girreg11,Function,3,,,,,,,,,
F18,Microtopography ,Intermediate.,1,AM,Girreg11,Function,3,,,,,,,,,
F18,Microtopography ,"Several (extensive micro-topography, >25% of the land).",2,AM,Girreg11,Function,3,,,,,,,,,
F29 ,Largest Deep Ponded Water,"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none ",0,AM,DeepSpot11,Function,3,,,,,,,,,
F29 ,Largest Deep Ponded Water,0.01 - 0.10 ha,2,AM,DeepSpot11,Function,3,,,,,,,,,
F29 ,Largest Deep Ponded Water,0.10 - 1.00 ha,3,AM,DeepSpot11,Function,3,,,,,,,,,
F29 ,Largest Deep Ponded Water,1 - 10 ha,4,AM,DeepSpot11,Function,3,,,,,,,,,
F29 ,Largest Deep Ponded Water,10 - 100 ha,3,AM,DeepSpot11,Function,3,,,,,,,,,
F29 ,Largest Deep Ponded Water,> 100 ha,3,AM,DeepSpot11,Function,3,,,,,,,,,
F33,Distance from open Water to upland,<1 m.,0,AM,WidthWet11,Function,3,,,,,,,,,
F33,Distance from open Water to upland,1 - 9 m.,1,AM,WidthWet11,Function,3,,,,,,,,,
F33,Distance from open Water to upland,10 - 29 m.,2,AM,WidthWet11,Function,3,,,,,,,,,
F33,Distance from open Water to upland,30 - 49 m.,3,AM,WidthWet11,Function,3,,,,,,,,,
F33,Distance from open Water to upland,50 - 100 m.,4,AM,WidthWet11,Function,3,,,,,,,,,
F33,Distance from open Water to upland,"> 100 m, or open water is absent at that time.",5,AM,WidthWet11,Function,3,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,"Scattered. More than 30% of the inundated vegetation forms small islands or corridors surrounded by water, or more than 30% of the open water is in patches scattered widely amidst the vegetation.",3,AM,Interspers11,Function,3,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,Intermediate.,2,AM,Interspers11,Function,3,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,Clumped. More than 70% of the inundated vegetation is in rings surrounding open water or is clumped at one or a few sides of the open water areas.,1,AM,Interspers11,Function,3,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,"Uniform. There is almost no open water, or almost no vegetation.",0,AM,Interspers11,Function,3,,,,,,,,,
F37,Inundated Erect Vegetation,<1% of the AA.,0,AM,EmPct11,Function,3,,,,,,,,,
F37,Inundated Erect Vegetation,1-20% of the AA,2,AM,EmPct11,Function,3,,,,,,,,,
F37,Inundated Erect Vegetation,20 - 40% of the AA,3,AM,EmPct11,Function,3,,,,,,,,,
F37,Inundated Erect Vegetation,40 - 60% of the AA.,4,AM,EmPct11,Function,3,,,,,,,,,
F37,Inundated Erect Vegetation,60 - 90% of the AA,4,AM,EmPct11,Function,3,,,,,,,,,
F37,Inundated Erect Vegetation,">90%, of the AA.",3,AM,EmPct11,Function,3,,,,,,,,,
F38,Submerged & Floating-leaved Aquatics,"Are present, and are so extensive they choke most channels or open water areas in late summer",0,AM,_SAV11,Function,3,,,,,,,,,
F38,Submerged & Floating-leaved Aquatics,"Are present, but not choking most channels or open water areas in late summer",1,AM,_SAV11,Function,3,,,,,,,,,
F38,Submerged & Floating-leaved Aquatics,Absent or trace,2,AM,_SAV11,Function,3,,,,,,,,,
F28,Non-vegetated Aquatic ,Little or none.,0,AM,WoodOver11,Function,3,,,,,,,,,
F28,Non-vegetated Aquatic ,Intermediate.,1,AM,WoodOver11,Function,3,,,,,,,,,
F28,Non-vegetated Aquatic ,Extensive.,2,AM,WoodOver11,Function,3,,,,,,,,,
F44,Internal Gradient,<2% or the AA has no surface water outlet (not even seasonally).,4,AM,Gradient11,Function,3,,,,,,,,,
F44,Internal Gradient,2-5%.,2,AM,Gradient11,Function,3,,,,,,,,,
F44,Internal Gradient,6-10%.,1,AM,Gradient11,Function,3,,,,,,,,,
F44,Internal Gradient,>10%.,0,AM,Gradient11,Function,3,,,,,,,,,
F48,Beaver Probability ,"Evident from direct observation or presence of gnawed limbs, dams, tracks, dens, lodges, or extensive stands of water-killed trees (snags).",3,AM,Beaver11,Function,3,,,,,,,,,
F48,Beaver Probability ,"Likely based on proximity to suitable habitat, which may include: (a) a persistent freshwater wetland, pond, or lake, or a perennial low or mid-gradient (<6%) channel, and (b) a corridor or multiple stands of hardwood trees and shrubs (>10 cm diameter) near surface water.",2,AM,Beaver11,Function,3,,,,,,,,,
F48,Beaver Probability ,"Unlikely because site characteristics above are deficient, and/or this is a settled area or other area where beaver are routinely removed. ",0,AM,Beaver11,Function,3,,,,,,,,,
F49,Disturbance in Wetland Buffer,Binary (0/1),binary,AM,AltBuff11,Function,3,,,,,,,,,
F50,Vegetation Buffer Along Perimeter,<5%.,0,AM,PerimPctPer11,Function,3,,,,,,,,,
F50,Vegetation Buffer Along Perimeter,5 to <30%.,2,AM,PerimPctPer11,Function,3,,,,,,,,,
F50,Vegetation Buffer Along Perimeter,30 to <60%.,3,AM,PerimPctPer11,Function,3,,,,,,,,,
F50,Vegetation Buffer Along Perimeter,60 to 90%.,4,AM,PerimPctPer11,Function,3,,,,,,,,,
F50,Vegetation Buffer Along Perimeter,">90%, or all the area within 30 m of the AA edge is other wetlands. ",5,AM,PerimPctPer11,Function,3,,,,,,,,,
F58,Focal Species Present,numeric,numeric,AM,AMrare11,Function,3,,,,,,,,,
S3,Accelerated inputs of Nutrients,calculated score,numeric,AM,Toxic11,Function,3,,,,,,,,,
S4,Excessive Sediament Loading from Runoff Contributing Area),calculated score,numeric,AM,SedCA11,Function,3,,,,,,,,,
z,Score for APP,calculated score,numeric,AM,APPscore11,Function,3,,,,,,,,,
F19,Percent Always WITHOUT Surface Water,"<1%. In other words, all or nearly all of the AA is covered by water permanently or at least seasonally.  ",0,AM,NeverWater,Function,20,,,,,,,,,
F19,Percent Always WITHOUT Surface Water,"1 to <25% of the AA,  or <1% but >0.01 hectare (e.g., 10 m x 10 m) never contains surface water.",1,AM,NeverWater,Function,20,,,,,,,,,
F19,Percent Always WITHOUT Surface Water,25 to <50% of the AA never contains surface water.,0,AM,NeverWater,Function,20,,,,,,,,,
F19,Percent Always WITHOUT Surface Water,50 to <75% of the AA never contains surface water.,0,AM,NeverWater,Function,20,,,,,,,,,
F19,Percent Always WITHOUT Surface Water,"75 to <99% of the AA never contains surface water, or >99% AND there is at least one persistent or seasonal water body larger than 0.01 hectare (e.g., 10 m x 10 m) in the AA.",0,AM,NeverWater,Function,20,,,,,,,,,
F19,Percent Always WITHOUT Surface Water,"99-100%. AND there is no persistent or seasonal water body larger than 0.01 hectare (~ 10 x 10 m) in the AA. Enter ""1"" and SKIP to F40 (Channel Network Connection).",0,AM,NeverWater,Function,20,,,,,,,,,
OF4,Distance to ponded water,"<100 m, and not separated by any width of paved roads, bare ground, or impervious surface. ",7,AM,DistPond9v,Benefit,30,,,,,,,,,
OF4,Distance to ponded water,"<100 m, but completely separated by those features.",6,AM,DistPond9v,Benefit,30,,,,,,,,,
OF4,Distance to ponded water,"100 m-1 km, and not separated.",4,AM,DistPond9v,Benefit,30,,,,,,,,,
OF4,Distance to ponded water,"100 m-1 km, but separated by those features.",3,AM,DistPond9v,Benefit,30,,,,,,,,,
OF4,Distance to ponded water,"1 - 5 km, and not separated.",2,AM,DistPond9v,Benefit,30,,,,,,,,,
OF4,Distance to ponded water,"1 - 5 km, but separated by those features.",1,AM,DistPond9v,Benefit,30,,,,,,,,,
OF4,Distance to ponded water,None of the above (the closest patches or corridors that large are 5 km away).,0,AM,DistPond9v,Benefit,30,,,,,,,,,
OF21,Wetland and Lakes within 2km,<0.02 (2%),6,AM,Water2K11v,Benefit,30,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.02 - 0.07,4,AM,Water2K11v,Benefit,30,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.08 - 0.17,3,AM,Water2K11v,Benefit,30,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.18 - 0.34,2,AM,Water2K11v,Benefit,30,,,,,,,,,
OF21,Wetland and Lakes within 2km,>0.34,0,AM,Water2K11v,Benefit,30,,,,,,,,,
OF26,Species of Concern,any amphibian in list,numeric,AM,RareAM11v,Benefit,100,,,,,,,,,
OF45,Wetland Density in the WAU,<0.03,6,AM,WetDensWAU11v,Benefit,30,,,,,,,,,
OF45,Wetland Density in the WAU,0.03 to < 0.10,4,AM,WetDensWAU11v,Benefit,30,,,,,,,,,
OF45,Wetland Density in the WAU,0.10 to < 0.20,3,AM,WetDensWAU11v,Benefit,30,,,,,,,,,
OF45,Wetland Density in the WAU,0.20 to 0.40,2,AM,WetDensWAU11v,Benefit,30,,,,,,,,,
OF45,Wetland Density in the WAU,>0.40,0,AM,WetDensWAU11v,Benefit,30,,,,,,,,,
F58,Focal Species Present,numeric,numeric,AM,AMrare11v,Benefit,100,,,,,,,,,
z,Score for WB,calculated score,calculated score,AM,FscoreWBF11v,Benefit,100,,,,,,,,,
OF4,Distance to ponded water,"<100 m, and not separated by any width of paved roads, bare ground, or impervious surface. ",0,WB,DistPond13,benefit,,,,,,,,,,
OF4,Distance to ponded water,"<100 m, but completely separated by those features.",2,WB,DistPond13,benefit,,,,,,,,,,
OF4,Distance to ponded water,"100 m-1 km, and not separated.",3,WB,DistPond13,benefit,,,,,,,,,,
OF4,Distance to ponded water,"100 m-1 km, but separated by those features.",5,WB,DistPond13,benefit,,,,,,,,,,
OF4,Distance to ponded water,"1 - 5 km, but separated by those features.",??,WB,DistPond13,benefit,,,,,,,,,,
OF4,Distance to ponded water,"1 - 5 km, and not separated.",6,WB,DistPond13,benefit,,,,,,,,,,
OF4,Distance to ponded water,None of the above (the closest patches or corridors that large are 5 km away).,8,WB,DistPond13,benefit,,,,,,,,,,
OF5,Distance to Large ponded water,<100 m,0,WB,DistLake11v,benefit,,,,,,,,,,
OF5,Distance to Large ponded water,100 m - 1 km,2,WB,DistLake11v,benefit,,,,,,,,,,
OF5,Distance to Large ponded water,1 -2 km,3,WB,DistLake11v,benefit,,,,,,,,,,
OF5,Distance to Large ponded water,2-5 km,5,WB,DistLake11v,benefit,,,,,,,,,,
OF5,Distance to Large ponded water,5-10 km,6,WB,DistLake11v,benefit,,,,,,,,,,
OF5,Distance to Large ponded water,>10 km,8,WB,DistLake11v,benefit,,,,,,,,,,
OF21,Wetland and Lakes within 2km,<0.02 (2%),0,WB,LakeWet11,Function,,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.02 - 0.07,2,WB,LakeWet11,Function,,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.08 - 0.17,3,WB,LakeWet11,Function,,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.18 - 0.34,4,WB,LakeWet11,Function,,,,,,,,,,
OF21,Wetland and Lakes within 2km,>0.34,6,WB,LakeWet11,Function,,,,,,,,,,
OF20?,Lakes within 2km,<0.02 (2%),0,WB,PctLakes11,Function,,,,,,,,,,
OF20?,Lakes within 2km,0.02 - 0.07,2,WB,PctLakes11,Function,,,,,,,,,,
OF20?,Lakes within 2km,0.08 - 0.17,3,WB,PctLakes11,Function,,,,,,,,,,
OF20?,Lakes within 2km,0.18 - 0.34,4,WB,PctLakes11,Function,,,,,,,,,,
OF20?,Lakes within 2km,>0.34,6,WB,PctLakes11,Function,,,,,,,,,,
OF22,Fish Occurrence,"Chinook (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,WB,Fish11,Function,,,,,,,,,,
OF22,Fish Occurrence,"Chum  (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,WB,Fish11,Function,,,,,,,,,,
OF22,Fish Occurrence,"Coho/Silver (wild, not stocked)  are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,WB,Fish11,Function,,,,,,,,,,
OF22,Fish Occurrence,"None of above, but other fish species are likely present in AA.  Or a stream connects the AA to other waters and is not known to be fishless (enter ""1"").",1,WB,Fish11,Function,,,,,,,,,,
OF22,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked). ",0,WB,Fish11,Function,,,,,,,,,,
OF26,Species of Concern,any amphibian in list,numeric,WB,WB_rare11,Function,,,,,,,,,,
,Degree Days Index,numeric,numeric,WB,DegreeD11,Function,,,,,,,,,,
OF42,Non-tree Vegetation within the AA plus 100m buffer,<0.13 (<13%),0,WB,Herbscape13,Function,,,,,,,,,,
OF42,Non-tree Vegetation within the AA plus 100m buffer,0.13 to < 0.30,2,WB,Herbscape13,Function,,,,,,,,,,
OF42,Non-tree Vegetation within the AA plus 100m buffer,0.30 to < 0.48,3,WB,Herbscape13,Function,,,,,,,,,,
OF42,Non-tree Vegetation within the AA plus 100m buffer,0.48 to 0.69,4,WB,Herbscape13,Function,,,,,,,,,,
OF42,Non-tree Vegetation within the AA plus 100m buffer,>0.69,6,WB,Herbscape13,Function,,,,,,,,,,
OF45,Wetland Density in the WAU,<0.03,0,WB,WetDensWAU13,Function,,,,,,,,,,
OF45,Wetland Density in the WAU,0.03 to < 0.10,1,WB,WetDensWAU13,Function,,,,,,,,,,
OF45,Wetland Density in the WAU,0.10 to < 0.20,2,WB,WetDensWAU13,Function,,,,,,,,,,
OF45,Wetland Density in the WAU,0.20 to 0.40,3,WB,WetDensWAU13,Function,,,,,,,,,,
OF45,Wetland Density in the WAU,>0.40,5,WB,WetDensWAU13,Function,,,,,,,,,,
OF12,Wetland Area,<0.01 hectare (about 10 m x 10 m).,0,WB,WetSize13,Function,,,,,,,,,,
OF12,Wetland Area,0.01 - 0.1 hectare.,2,WB,WetSize13,Function,,,,,,,,,,
OF12,Wetland Area,0.1 - 1 hectare.,3,WB,WetSize13,Function,,,,,,,,,,
OF12,Wetland Area,1 to 10 hectares.,4,WB,WetSize13,Function,,,,,,,,,,
OF12,Wetland Area,10 to 100 hectares.,5,WB,WetSize13,Function,,,,,,,,,,
OF12,Wetland Area,>100 hectares.,7,WB,WetSize13,Function,,,,,,,,,,
F1,Vegetation Height and Form Diversity ,coniferous (including tamarack) taller than 3 meters.,calculation,WB,HerbCov13,Function,,,,,,,,,,
F1,Vegetation Height and Form Diversity ,deciduous taller than 3 m,calculation,WB,HerbCov13,Function,,,,,,,,,,
F1,Vegetation Height and Form Diversity ,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",calculation,WB,HerbCov13,Function,,,,,,,,,,
F1,Vegetation Height and Form Diversity ,deciduous 1-3 m tall ,calculation,WB,HerbCov13,Function,,,,,,,,,,
F1,Vegetation Height and Form Diversity ,"coniferous or evergreen <1 m tall (e.g., many ericaceous shrub species)",calculation,WB,HerbCov13,Function,,,,,,,,,,
F1,Vegetation Height and Form Diversity ,"deciduous <1 m tall (e.g., deciduous tree seedlings) ",calculation,WB,HerbCov13,Function,,,,,,,,,,
F20,Percent flooded only seasonally ,"None, or <0.01 hectare and <1% of the AA. ",3,WB,SeasWPct13,Function,,,,,,,,,,
F20,Percent flooded only seasonally ,"1 to < 20% of the AA, or <1% but >0.01 hectare",4,WB,SeasWPct13,Function,,,,,,,,,,
F20,Percent flooded only seasonally ,20 to <50% of the AA.,2,WB,SeasWPct13,Function,,,,,,,,,,
F20,Percent flooded only seasonally ,50 to 95% of the AA.,1,WB,SeasWPct13,Function,,,,,,,,,,
F20,Percent flooded only seasonally ,>95% of the AA. ,0,WB,SeasWPct13,Function,,,,,,,,,,
F21,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",0,WB,PermWpct13,Function,,,,,,,,,,
F21,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",2,WB,PermWpct13,Function,,,,,,,,,,
F21,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,WB,PermWpct13,Function,,,,,,,,,,
F21,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,5,WB,PermWpct13,Function,,,,,,,,,,
F21,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,5,WB,PermWpct13,Function,,,,,,,,,,
F21,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,4,WB,PermWpct13,Function,,,,,,,,,,
OF20 ,Fringe Wetlands ,Binary (0/1),binary,WB,Fringe13,Function,,,,,,,,,,
OF21,Lacustrine Wetland,numeric,numeric,WB,Lake13,Function,,,,,,,,,,
F26,Predominant Depth Class,<10 cm deep (but >0).,2,WB,DepthDom13,Function,,,,,,,,,,
F26,Predominant Depth Class,10 - 50 cm deep.,3,WB,DepthDom13,Function,,,,,,,,,,
F26,Predominant Depth Class,0.5 - 1 m deep.,6,WB,DepthDom13,Function,,,,,,,,,,
F26,Predominant Depth Class,1 - 2 m deep.,4,WB,DepthDom13,Function,,,,,,,,,,
F26,Predominant Depth Class,>2 m deep. True for many fringe wetlands.,0,WB,DepthDom13,Function,,,,,,,,,,
F25,Surface Water Fluctuation Range ,<10 cm change (stable or nearly so).,5,WB,Fluct13,Function,,,,,,,,,,
F25,Surface Water Fluctuation Range ,10 cm - 50 cm change.,5,WB,Fluct13,Function,,,,,,,,,,
F25,Surface Water Fluctuation Range ,0.5 - 1 m change.,3,WB,Fluct13,Function,,,,,,,,,,
F25,Surface Water Fluctuation Range ,1-2 m change.,1,WB,Fluct13,Function,,,,,,,,,,
F25,Surface Water Fluctuation Range ,>2 m change.,0,WB,Fluct13,Function,,,,,,,,,,
F27,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,WB,PondedPct13,Function,,,,,,,,,,
F27,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,2,WB,PondedPct13,Function,,,,,,,,,,
F27,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,3,WB,PondedPct13,Function,,,,,,,,,,
F27,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,4,WB,PondedPct13,Function,,,,,,,,,,
F27,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,5,WB,PondedPct13,Function,,,,,,,,,,
F27,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,6,WB,PondedPct13,Function,,,,,,,,,,
F29 ,Largest Deep Ponded Water,"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none ",0,WB,MaxPondArea13,Function,,,,,,,,,,
F29 ,Largest Deep Ponded Water,0.01 - 0.10 ha,1,WB,MaxPondArea13,Function,,,,,,,,,,
F29 ,Largest Deep Ponded Water,0.10 - 1.00 ha,2,WB,MaxPondArea13,Function,,,,,,,,,,
F29 ,Largest Deep Ponded Water,1 - 10 ha,4,WB,MaxPondArea13,Function,,,,,,,,,,
F29 ,Largest Deep Ponded Water,10 - 100 ha,6,WB,MaxPondArea13,Function,,,,,,,,,,
F29 ,Largest Deep Ponded Water,> 100 ha,9,WB,MaxPondArea13,Function,,,,,,,,,,
F30,Largest Deep Ponded Water (as percentage of the AA),"Within the AA, the largest ponded surface water patch, with or without inundated vegetation, that remains flooded to a depth of >10 cm for at least 3 consecutive weeks during the usual growing season comprises:",1,WB,MaxPondPct13,Function,,,,,,,,,,
F30,Largest Deep Ponded Water (as percentage of the AA),<1% of the AA  and <0.01 ha.,2,WB,MaxPondPct13,Function,,,,,,,,,,
F30,Largest Deep Ponded Water (as percentage of the AA),"1 to <5% of the AA,  or <1% of the AA but >0.01 ha.",5,WB,MaxPondPct13,Function,,,,,,,,,,
F30,Largest Deep Ponded Water (as percentage of the AA),5 to <30% of the AA.,7,WB,MaxPondPct13,Function,,,,,,,,,,
F30,Largest Deep Ponded Water (as percentage of the AA),30 to <70% of the AA.,4,WB,MaxPondPct13,Function,,,,,,,,,,
F30,Largest Deep Ponded Water (as percentage of the AA),70 to 99% of the AA.,3,WB,MaxPondPct13,Function,,,,,,,,,,
F30,Largest Deep Ponded Water (as percentage of the AA),100% of the AA. ,,WB,,,,,,,,,,,,
F31,Open Water Extent,"none, or <0.01 hectare. Enter ""1"" and SKIP to F37 (Inundated Erect Vegetation).",0,WB,OWarea13,Function,,,,,,,,,,
F31,Open Water Extent,0.01 - 0.10 hectares ,1,WB,OWarea13,Function,,,,,,,,,,
F31,Open Water Extent,0.10 - 1.00 hectares,2,WB,OWarea13,Function,,,,,,,,,,
F31,Open Water Extent,1 - 10 hectares,4,WB,OWarea13,Function,,,,,,,,,,
F31,Open Water Extent,10 - 100 hectares,5,WB,OWarea13,Function,,,,,,,,,,
F31,Open Water Extent,> 100 hectares,6,WB,OWarea13,Function,,,,,,,,,,
F32,Distance across longest open water (fetch) ,<10 m.,0,WB,Fetch13,Function,,,,,,,,,,
F32,Distance across longest open water (fetch) ,10 - 30 m.,2,WB,Fetch13,Function,,,,,,,,,,
F32,Distance across longest open water (fetch) ,30 - 100 m.,3,WB,Fetch13,Function,,,,,,,,,,
F32,Distance across longest open water (fetch) ,100 - 200 m.,4,WB,Fetch13,Function,,,,,,,,,,
F32,Distance across longest open water (fetch) ,200 - 500 m.,5,WB,Fetch13,Function,,,,,,,,,,
F32,Distance across longest open water (fetch) ,> 500 m.,7,WB,Fetch13,Function,,,,,,,,,,
